area,occupation,year,workers
USA,Creative and multimedia,2024,3173.1
USA,Professional services,2017,799.42
USA,Professional services,2018,640.19
USA,Professional services,2019,1560.73
USA,Professional services,2020,2604.16
USA,Professional services,2021,1761.68
USA,Professional services,2022,2627.57
USA,Professional services,2023,545.83
USA,Professional services,2024,384.32
USA,Sales and marketing support,2017,2325.62
USA,Sales and marketing support,2018,2338.59
USA,Sales and marketing support,2019,2180.16
USA,Sales and marketing support,2020,2136.9
USA,Sales and marketing support,2021,1492.08
USA,Sales and marketing support,2022,1843.67
USA,Sales and marketing support,2023,436.65
USA,Sales and marketing support,2024,339.16
USA,Software development and technology,2017,4517.08
USA,Software development and technology,2018,3876.35
USA,Software development and technology,2019,5891.69
USA,Software development and technology,2020,6018.23
USA,Software development and technology,2021,3770.91
USA,Software development and technology,2022,5095.49
USA,Software development and technology,2023,3698.99
USA,Software development and technology,2024,3732.82
USA,Writing and translation,2017,5022.55
USA,Writing and translation,2018,4468.28
USA,Writing and translation,2019,6082.4
USA,Writing and translation,2020,4346.43
USA,Writing and translation,2021,2601.61
USA,Writing and translation,2022,2970.77
USA,Writing and translation,2023,1534.79
USA,Writing and translation,2024,1443.16
UZB,Clerical and data entry,2019,2.3
UZB,Clerical and data entry,2020,2.04
UZB,Clerical and data entry,2021,22.28
UZB,Clerical and data entry,2022,42.73
UZB,Clerical and data entry,2024,3.63
UZB,Creative and multimedia,2017,12.73
UZB,Creative and multimedia,2018,23.23
UZB,Creative and multimedia,2019,20.55
UZB,Creative and multimedia,2020,7.17
UZB,Creative and multimedia,2021,20.46
UZB,Creative and multimedia,2022,32.57
UZB,Creative and multimedia,2023,55.75
UZB,Creative and multimedia,2024,4.01
UZB,Professional services,2019,18.58
UZB,Professional services,2020,28.74
UZB,Professional services,2021,19.15
UZB,Professional services,2022,20.52
UZB,Professional services,2023,1.11
UZB,Professional services,2024,1.09
UZB,Sales and marketing support,2023,0.3
UZB,Software development and technology,2017,23.87
UZB,Software development and technology,2018,18.47
UZB,Software development and technology,2019,4.53
UZB,Software development and technology,2020,97.63
UZB,Software development and technology,2021,15.81
UZB,Software development and technology,2022,73.32
UZB,Software development and technology,2023,163.87
UZB,Software development and technology,2024,127.75
UZB,Writing and translation,2017,18.16
UZB,Writing and translation,2018,8.5
UZB,Writing and translation,2019,6.76
UZB,Writing and translation,2020,4.19
UZB,Writing and translation,2022,6.89
UZB,Writing and translation,2023,2.18
UZB,Writing and translation,2024,0.31
VCT,Clerical and data entry,2020,4.76
VCT,Clerical and data entry,2021,3.23
VCT,Professional services,2017,18.77
VCT,Professional services,2018,21.79
VCT,Software development and technology,2018,20.87
VEN,Clerical and data entry,2017,25.12
VEN,Clerical and data entry,2018,23.48
VEN,Clerical and data entry,2019,23.44
VEN,Clerical and data entry,2020,30.28
VEN,Clerical and data entry,2021,55.33
VEN,Clerical and data entry,2022,44.19
VEN,Clerical and data entry,2023,14.57
VEN,Clerical and data entry,2024,38.33
VEN,Creative and multimedia,2017,320.51
VEN,Creative and multimedia,2018,393.79
VEN,Creative and multimedia,2019,1575.23
VEN,Creative and multimedia,2020,2161.78
VEN,Creative and multimedia,2021,3061.25
VEN,Creative and multimedia,2022,3581.5
VEN,Creative and multimedia,2023,2477.67
VEN,Creative and multimedia,2024,1992.47
VEN,Professional services,2017,28.32
VEN,Professional services,2018,17.57
VEN,Professional services,2019,13.56
VEN,Professional services,2020,22.2
VEN,Professional services,2021,71.95
VEN,Professional services,2022,87.56
VEN,Professional services,2023,2.41
VEN,Professional services,2024,0.23
VEN,Sales and marketing support,2017,39.42
VEN,Sales and marketing support,2018,35.96
VEN,Sales and marketing support,2019,114.53
VEN,Sales and marketing support,2020,46.05
VEN,Sales and marketing support,2021,33.34
VEN,Sales and marketing support,2022,72.39
VEN,Sales and marketing support,2023,12.55
VEN,Sales and marketing support,2024,21.31
VEN,Software development and technology,2017,171.2
VEN,Software development and technology,2018,172.88
VEN,Software development and technology,2019,463.79
VEN,Software development and technology,2020,539.09
VEN,Software development and technology,2021,712.37
VEN,Software development and technology,2022,1350.31
VEN,Software development and technology,2023,1331.26
VEN,Software development and technology,2024,1434.61
VEN,Writing and translation,2017,251.53
VEN,Writing and translation,2018,333.45
VEN,Writing and translation,2019,436.77
VEN,Writing and translation,2020,278.33
VEN,Writing and translation,2021,178.24
VEN,Writing and translation,2022,297.06
VEN,Writing and translation,2023,410.56
VEN,Writing and translation,2024,341.39
VGB,Software development and technology,2017,13.84
VIR,Creative and multimedia,2023,0.16
VIR,Professional services,2023,3.63
VIR,Writing and translation,2023,0.17
VIR,Writing and translation,2024,0.1
VNM,Clerical and data entry,2017,14.03
VNM,Clerical and data entry,2018,15.1
VNM,Clerical and data entry,2019,101.81
VNM,Clerical and data entry,2020,132.99
VNM,Clerical and data entry,2021,156.37
VNM,Clerical and data entry,2022,148.88
VNM,Clerical and data entry,2023,29.4
VNM,Clerical and data entry,2024,116.88
VNM,Creative and multimedia,2017,320.88
VNM,Creative and multimedia,2018,248.21
VNM,Creative and multimedia,2019,932.66
VNM,Creative and multimedia,2020,1238.54
VNM,Creative and multimedia,2021,1250.13
VNM,Creative and multimedia,2022,2193.43
VNM,Creative and multimedia,2023,1226.54
VNM,Creative and multimedia,2024,1121.7
VNM,Professional services,2018,37.37
VNM,Professional services,2019,55.38
VNM,Professional services,2020,37.37
VNM,Professional services,2021,10.54
VNM,Professional services,2022,9.26
VNM,Professional services,2023,0.85
VNM,Professional services,2024,2.09
VNM,Sales and marketing support,2017,94.77
VNM,Sales and marketing support,2018,181.31
VNM,Sales and marketing support,2019,76.9
VNM,Sales and marketing support,2020,45.1
VNM,Sales and marketing support,2021,13.29
VNM,Sales and marketing support,2022,41.92
VNM,Sales and marketing support,2023,1.77
VNM,Sales and marketing support,2024,8.67
VNM,Software development and technology,2017,287.33
VNM,Software development and technology,2018,324.44
VNM,Software development and technology,2019,2080.22
VNM,Software development and technology,2020,2122.87
VNM,Software development and technology,2021,2325.55
VNM,Software development and technology,2022,2600.95
VNM,Software development and technology,2023,2008.49
VNM,Software development and technology,2024,2213.52
VNM,Writing and translation,2017,62.93
VNM,Writing and translation,2018,46.94
VNM,Writing and translation,2019,144.53
VNM,Writing and translation,2020,102.15
VNM,Writing and translation,2021,148.2
VNM,Writing and translation,2022,179.35
VNM,Writing and translation,2023,57.39
VNM,Writing and translation,2024,86.33
WSM,Writing and translation,2019,0.4
XKV,Clerical and data entry,2019,72.91
XKV,Clerical and data entry,2020,15.6
XKV,Clerical and data entry,2021,9.76
XKV,Clerical and data entry,2024,3.63
XKV,Creative and multimedia,2019,113.99
XKV,Creative and multimedia,2020,55.61
XKV,Creative and multimedia,2021,46.63
XKV,Creative and multimedia,2022,72.22
XKV,Creative and multimedia,2023,29.1
XKV,Creative and multimedia,2024,6.91
XKV,Professional services,2020,26.05
XKV,Professional services,2021,33.49
XKV,Professional services,2022,35.98
XKV,Professional services,2023,11.4
XKV,Professional services,2024,14.97
XKV,Sales and marketing support,2019,2.65
XKV,Sales and marketing support,2020,13.25
XKV,Sales and marketing support,2021,10.08
XKV,Sales and marketing support,2023,0.14
XKV,Sales and marketing support,2024,0.11
XKV,Software development and technology,2017,1.0
XKV,Software development and technology,2019,15.47
XKV,Software development and technology,2020,162.38
XKV,Software development and technology,2021,121.55
XKV,Software development and technology,2022,31.83
XKV,Software development and technology,2023,0.58
XKV,Software development and technology,2024,0.29
XKV,Writing and translation,2017,2.5
XKV,Writing and translation,2023,0.29
XKV,Writing and translation,2024,0.22
YEM,Clerical and data entry,2020,8.0
YEM,Clerical and data entry,2021,8.0
YEM,Clerical and data entry,2022,8.0
YEM,Creative and multimedia,2019,9.66
YEM,Creative and multimedia,2020,3.4
YEM,Creative and multimedia,2022,0.38
YEM,Creative and multimedia,2023,5.52
YEM,Creative and multimedia,2024,16.2
YEM,Professional services,2019,2.46
YEM,Professional services,2020,1.87
YEM,Professional services,2022,0.1
YEM,Professional services,2024,0.71
YEM,Sales and marketing support,2020,8.0
YEM,Sales and marketing support,2022,8.0
YEM,Sales and marketing support,2024,0.68
YEM,Software development and technology,2019,23.31
YEM,Software development and technology,2020,2.38
YEM,Software development and technology,2021,8.0
YEM,Software development and technology,2022,5.31
YEM,Software development and technology,2023,21.67
YEM,Software development and technology,2024,2.94
YEM,Writing and translation,2017,4.9
YEM,Writing and translation,2019,15.12
YEM,Writing and translation,2020,12.09
YEM,Writing and translation,2021,14.86
YEM,Writing and translation,2022,7.49
YEM,Writing and translation,2023,0.29
YEM,Writing and translation,2024,1.83
ZAF,Clerical and data entry,2017,96.26
ZAF,Clerical and data entry,2018,107.48
ZAF,Clerical and data entry,2019,95.66
ZAF,Clerical and data entry,2020,59.65
ZAF,Clerical and data entry,2021,78.94
ZAF,Clerical and data entry,2022,82.75
ZAF,Clerical and data entry,2023,21.25
ZAF,Clerical and data entry,2024,28.96
ZAF,Creative and multimedia,2017,165.4
ZAF,Creative and multimedia,2018,284.01
ZAF,Creative and multimedia,2019,374.25
ZAF,Creative and multimedia,2020,461.39
ZAF,Creative and multimedia,2021,285.83
ZAF,Creative and multimedia,2022,146.02
ZAF,Creative and multimedia,2023,109.36
ZAF,Creative and multimedia,2024,121.75
ZAF,Professional services,2017,65.53
ZAF,Professional services,2018,65.58
ZAF,Professional services,2019,83.4
ZAF,Professional services,2020,37.24
ZAF,Professional services,2021,5.56
ZAF,Professional services,2022,23.8
ZAF,Professional services,2023,29.36
ZAF,Professional services,2024,56.78
ZAF,Sales and marketing support,2017,113.74
ZAF,Sales and marketing support,2018,112.31
ZAF,Sales and marketing support,2019,120.98
ZAF,Sales and marketing support,2020,291.08
ZAF,Sales and marketing support,2021,55.4
ZAF,Sales and marketing support,2022,68.46
ZAF,Sales and marketing support,2023,35.56
ZAF,Sales and marketing support,2024,14.68
ZAF,Software development and technology,2017,106.28
ZAF,Software development and technology,2018,185.41
ZAF,Software development and technology,2019,155.54
ZAF,Software development and technology,2020,209.14
ZAF,Software development and technology,2021,78.83
ZAF,Software development and technology,2022,53.46
ZAF,Software development and technology,2023,101.92
ZAF,Software development and technology,2024,131.48
ZAF,Writing and translation,2017,209.05
ZAF,Writing and translation,2018,265.24
ZAF,Writing and translation,2019,263.19
ZAF,Writing and translation,2020,144.67
ZAF,Writing and translation,2021,161.92
ZAF,Writing and translation,2022,149.91
ZAF,Writing and translation,2023,68.58
ZAF,Writing and translation,2024,60.42
ZMB,Clerical and data entry,2019,26.52
ZMB,Clerical and data entry,2020,18.61
ZMB,Clerical and data entry,2021,4.88
ZMB,Creative and multimedia,2020,109.79
ZMB,Creative and multimedia,2021,77.15
ZMB,Creative and multimedia,2022,40.31
ZMB,Creative and multimedia,2023,11.48
ZMB,Creative and multimedia,2024,11.5
ZMB,Professional services,2019,0.7
ZMB,Professional services,2022,0.19
ZMB,Professional services,2023,0.14
ZMB,Professional services,2024,0.14
ZMB,Sales and marketing support,2019,21.3
ZMB,Sales and marketing support,2020,43.38
ZMB,Sales and marketing support,2022,0.43
ZMB,Sales and marketing support,2023,0.85
ZMB,Sales and marketing support,2024,0.22
ZMB,Software development and technology,2018,1.0
ZMB,Software development and technology,2020,2.62
ZMB,Software development and technology,2022,4.52
ZMB,Software development and technology,2023,0.31
ZMB,Software development and technology,2024,4.58
ZMB,Writing and translation,2018,12.0
ZMB,Writing and translation,2019,15.7
ZMB,Writing and translation,2020,6.75
ZMB,Writing and translation,2022,0.17
ZMB,Writing and translation,2023,0.36
ZMB,Writing and translation,2024,0.13
ZWE,Clerical and data entry,2018,11.09
ZWE,Clerical and data entry,2019,39.41
ZWE,Clerical and data entry,2020,5.63
ZWE,Clerical and data entry,2021,17.9
ZWE,Clerical and data entry,2022,7.85
ZWE,Clerical and data entry,2023,6.26
